Record Date,Debt Held by the Public,Intragovernmental Holdings,Total Public Debt Outstanding,Calendar Year,Calendar Month Number
2017-04-18,14324046743134.43,5522059443056.01,19846106186190.44,2017,04
2017-04-17,14330766160568.75,5515381524042.37,19846147684611.12,2017,04
2017-04-14,14352103173495.88,5494168999280.79,19846272172776.67,2017,04
2017-04-13,14353022352234.99,5493291324859.45,19846313677094.44,2017,04
2017-04-12,14355665390586.46,5490416700973.31,19846082091559.77,2017,04
2017-04-11,14343844236238.31,5502278584322.16,19846122820560.47,2017,04
2017-04-10,14351473062572.57,5494690466638.42,19846163529210.99,2017,04
2017-04-07,14358379294025.94,5487906413188.23,19846285707214.17,2017,04
2017-04-06,14357828119755.52,5488498309378.30,19846326429133.82,2017,04
2017-04-05,14362396997607.89,5483706313699.86,19846103311307.75,2017,04
2017-04-04,14362461715977.51,5483680691211.34,19846142407188.85,2017,04
2017-04-03,14379418282538.66,5467005503012.85,19846423785551.51,2017,04
2017-03-31,14369681939302.91,5476738123373.96,19846420062676.87,2017,03
2017-03-30,14348506968480.86,5497748279925.82,19846255248406.68,2017,03
2017-03-29,14349734630200.93,5496090882936.17,19845825513137.10,2017,03
2017-03-28,14347300479594.63,5498562317070.52,19845862796665.15,2017,03
2017-03-27,14353360563586.92,5492539515250.15,19845900078837.07,2017,03
2017-03-24,14360457683885.53,5485554244399.53,19846011928285.06,2017,03
2017-03-23,14359345780600.20,5486703424661.61,19846049205261.81,2017,03
2017-03-22,14362886120201.04,5482943759060.92,19845829879261.96,2017,03
2017-03-21,14349928333763.56,5495937495350.49,19845865829114.05,2017,03
2017-03-20,14355174465938.39,5490727311673.69,19845901777612.08,2017,03
2017-03-17,14357102037200.53,5488907579084.81,19846009616285.34,2017,03
2017-03-16,14363679289379.40,5482366270032.41,19846045559411.81,2017,03
2017-03-15,14340716246080.94,5505095051933.09,19845811298014.03,2017,03
2017-03-14,14384776077277.45,5517828324360.47,19902604401637.92,2017,03
2017-03-13,14349636414694.80,5508397384855.16,19858033799549.96,2017,03
2017-03-10,14349130368996.16,5504488351469.89,19853618720466.05,2017,03
2017-03-09,14349788968701.19,5505887571510.15,19855676540211.34,2017,03
2017-03-08,14374899634591.87,5504249384285.68,19879149018877.55,2017,03
2017-03-07,14374138485372.61,5515723965819.74,19889862451192.35,2017,03
2017-03-06,14373651850329.11,5509361133740.78,19883012984069.89,2017,03
2017-03-03,14373224948688.41,5505251728216.23,19878476676904.64,2017,03
2017-03-02,14373460119836.74,5521498449196.24,19894958569032.98,2017,03
2017-03-01,14408362699940.62,5512056071348.65,19920418771289.27,2017,03
2017-02-28,14411380938688.54,5548212666153.04,19959593604841.58,2017,02
2017-02-27,14396788892014.20,5534439928988.58,19931228821002.78,2017,02
2017-02-24,14396803784290.78,5533344107395.94,19930147891686.72,2017,02
2017-02-23,14384082361381.86,5529818758806.29,19913901120188.15,2017,02
2017-02-22,14404723995058.93,5531156856922.13,19935880851981.06,2017,02
2017-02-21,14403610733597.23,5531705453238.55,19935316186835.78,2017,02
2017-02-17,14403413744145.80,5529091129955.66,19932504874101.46,2017,02
2017-02-16,14403392566439.40,5523188600438.96,19926581166878.36,2017,02
2017-02-15,14417333314382.25,5520031281120.76,19937364595503.01,2017,02
2017-02-14,14404012711812.97,5528666521903.19,19932679233716.16,2017,02
2017-02-13,14402458044486.83,5521760472587.69,19924218517074.52,2017,02
2017-02-10,14402525665272.86,5518539623788.82,19921065289061.68,2017,02
2017-02-09,14402429500385.19,5519906129921.50,19922335630306.69,2017,02
2017-02-08,14366065663550.10,5518540557906.09,19884606221456.19,2017,02
2017-02-07,14365365821333.09,5530397847836.97,19895763669170.06,2017,02
2017-02-06,14365258270382.27,5525071944834.25,19890330215216.52,2017,02
2017-02-03,14365217667097.67,5520657483446.78,19885875150544.45,2017,02
2017-02-02,14366132157960.80,5536695305608.30,19902827463569.10,2017,02
2017-02-01,14376018549508.21,5524018923279.05,19900037472787.26,2017,02
2017-01-31,14376138803534.81,5561122510968.48,19937261314503.29,2017,01
2017-01-30,14387073315008.16,5552686948975.26,19939760263983.42,2017,01
2017-01-27,14387267502732.51,5551752332096.38,19939019834828.89,2017,01
2017-01-26,14387199090397.24,5552709700473.24,19939908790870.48,2017,01
2017-01-25,14403832990025.55,5546770252641.98,19950603242667.53,2017,01
2017-01-24,14403553860564.25,5554535694795.58,19958089555359.83,2017,01
2017-01-23,14403351740088.47,5546326626909.53,19949678366998.00,2017,01
2017-01-20,14403704176388.94,5543600378823.55,19947304555212.49,2017,01
2017-01-19,14403768885198.20,5540660331908.57,19944429217106.77,2017,01
2017-01-18,14423937840025.61,5537529297948.03,19961467137973.64,2017,01
2017-01-17,14423556565883.12,5536398251468.53,19959954817351.65,2017,01
2017-01-13,14416524945353.95,5524089431150.45,19940614376504.40,2017,01
2017-01-12,14416901419767.10,5524905964079.95,19941807383847.05,2017,01
2017-01-11,14428237129034.48,5523519071246.50,19951756200280.98,2017,01
2017-01-10,14428296339850.48,5535972536107.13,19964268875957.61,2017,01
2017-01-09,14428006472982.21,5527337412395.52,19955343885377.73,2017,01
2017-01-06,14427907445498.86,5524901193351.73,19952808638850.59,2017,01
2017-01-05,14428038035922.01,5520434952413.18,19948472988335.19,2017,01
2017-01-04,14434184134456.60,5518230099884.11,19952414234340.71,2017,01
2017-01-03,14433863346613.25,5501162242779.60,19935025589392.85,2017,01
